Zip Code,Total population,Asian percent,MONTHLY HOUSING COSTS - Median,Median age,Percent - 15 to 44 years,Percent - 30 to 34 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Owner-occupied housing percentage,Renter-occupied housing percentage,Fy 2017 Sales,Fy 2018 Sales,FY 2019 Sales
78664,61361,5.5,1236,33,47.2,7.2,4.5,11.1,9.2,2.6,6.7,1.7,1.1,2.4,0.7,0.56,0.44,756350,1328000,1299200
78665,46109,8,1564,33.9,44.9,7.6,4.2,11.3,9.5,2.5,7,2.1,0.8,2.4,0.7,0.74,0.26,119000,226750,248050
78666,77355,1.7,948,25.1,63.3,6.7,3.5,12,10.6,2.7,8.5,2.1,1.7,3.6,0.9,0.36,0.64,742250,890650,1014050
78669,11375,3,1761,47.6,24,3.9,9.4,29,25.5,9.8,19.6,3.5,3.3,6.3,1.9,0.88,0.12,49650,55350,56800
78671,626,0,694,46.3,29.4,3.2,10.2,31.2,29.2,4.2,20.9,7.5,4.3,9.3,3.4,0.89,0.11,0,0,0
78672,1248,0,620,63,16.6,4.1,6.9,52.8,52.4,15.9,45.9,11.3,12,18.7,3,0.93,0.07,5000,8000,5000
78676,13231,0.8,1096,52.7,26.6,3.8,8.3,33.7,30.8,8.9,25.4,7.2,5,9.3,2.8,0.82,0.18,146000,228400,289500
78681,57234,8.9,1573,35.7,42.4,6.6,4.6,12.9,10.8,3.4,8.3,2.5,1.1,2.5,0.8,0.79,0.21,222250,345350,336000
78701,7875,6.6,1982,35.4,61.5,14.3,5.6,19.6,17.1,7.7,14,2.8,2.3,3.4,0.5,0.35,0.65,92000,101050,157050
78702,22876,1.9,1114,33.3,53.9,12.4,3.1,14.6,13.8,4.1,11.5,3,1.4,4.4,1.2,0.47,0.53,236950,388350,370600
78703,20788,8,1974,36,47.4,12.7,7,17,14.4,3.9,10,3.1,1.4,3,1.1,0.52,0.48,81850,124400,66550
78704,47158,3.1,1356,32.6,59.1,13.9,4.2,11.2,9.8,3.4,7.1,1.6,0.7,2,0.5,0.34,0.66,289050,376950,550800
78705,33075,14.8,1210,21,93,3.3,1,2.1,1.7,0.4,1.2,0.5,0.2,0.3,0.1,0.11,0.89,38600,32550,43600
78717,27764,24.4,1598,34.7,45.5,9.4,2.5,9.5,8.3,2.2,6.9,2.2,1.1,2.5,1,0.61,0.39,134000,197400,146550
78719,2007,0.3,903,43.5,32.5,5.3,5,19,16.8,3.9,14.1,4.6,2.9,5.5,1.5,0.74,0.26,0,0,0
78721,12447,1.5,969,34.6,50.1,10.2,3.4,14.8,13.3,2.9,11.4,2.6,2.9,5.9,1.8,0.58,0.42,52000,82600,68000
78722,7254,2.6,1428,32.6,59.5,11.4,5.6,15.1,13.1,3.7,9.5,1.5,0.7,4.3,1.2,0.46,0.54,51200,94450,100000
78723,33170,2.2,1062,33.7,48,10.4,4.6,13.7,11.4,2.9,9,2.3,1.7,3.8,1.2,0.43,0.57,281300,498650,503250
78724,24833,0.3,1053,28.4,50.1,10.3,2.8,7.2,6.3,1.8,4.4,0.9,1,1.7,0.5,0.6,0.4,212550,381400,291500
78725,7517,1.2,1123,35.2,46.2,8.1,4.4,10.2,8.2,1.7,5.8,2.3,1.7,1.8,0.1,0.8,0.2,27000,51000,59000
78726,14610,17.9,1283,31.8,49.4,4,5.2,10.9,8.6,2,5.7,2.5,0.3,1.3,0.4,0.46,0.54,92000,150000,163050
78727,28999,17.4,1332,36.4,50.7,12.5,6.3,15.4,12.8,3.7,9.2,2.9,1.1,2.6,0.8,0.48,0.52,212000,945400,316650
78728,21245,8.3,1126,34.2,50.4,11.9,4.2,13.4,11.5,4.1,9.2,2.4,1,2.7,0.7,0.28,0.72,179200,210900,215150
78729,29434,9.3,1268,34.1,50.6,11.4,4.2,13.1,11,4,8.9,2.3,1.1,2.7,0.8,0.43,0.57,173000,255350,271900
78731,27447,8.3,1528,38.2,41.7,8.6,6.8,22.5,19.8,4.7,15.7,3.4,2,7.6,2.5,0.56,0.44,118500,140300,132000
78732,17762,11.6,2516,39.2,35.2,4,4.4,14.4,11.6,3.3,10.1,2.1,1.8,4.7,1,0.79,0.21,60000,61000,62000
78733,8754,12.2,2425,40.6,32,5,7.5,15.9,12,4.4,8.4,1.4,1.5,2.7,0.6,0.91,0.09,37000,44000,67000
78734,18722,2.5,1811,46,29.7,5.4,9.5,27.3,23.7,7.3,17.8,4.7,2.1,5.8,1.9,0.8,0.2,206500,226950,227150
78735,17919,7.9,1601,38.1,39.3,8.8,4.5,18.5,16.1,3.3,14,4,1.9,6.6,1.7,0.53,0.47,188950,275850,287900
78736,8199,4.1,1483,42.9,35.8,9.3,8.4,21.3,17.6,3.7,12.9,3.3,1.2,5.8,2.4,0.82,0.18,21950,35400,60000
78737,15879,3.1,2305,42,33.7,4.3,7.3,20,17.5,5.5,12.7,3.8,1.9,3.3,0.7,0.92,0.08,139000,241000,319000
78738,15746,9.1,2253,41.8,34.4,4.5,5.8,19.3,16.8,4.3,13.5,4.4,1.9,4.9,1.8,0.73,0.27,98800,175700,170150
78741,52307,4.4,995,27.8,65.3,12,2.2,6.2,5.1,1.7,4,1,0.5,1.3,0.5,0.15,0.85,366900,544750,539150
78744,48432,0.9,1068,29.3,49.5,9.3,3.1,7.8,6.7,1.7,4.7,1.1,1,1.9,0.5,0.45,0.55,372850,653650,622100
78745,62220,2.7,1212,35.4,50.4,10.5,5.9,16.1,13.6,3.9,10.2,2.6,1.6,3.7,1.2,0.46,0.54,674400,1063250,1194700
78746,28268,7.5,2252,42.2,34.2,4.6,7.1,20.8,18,5.4,13.8,2.9,2.4,5.5,1.2,0.72,0.28,129850,198250,246600
78747,20954,2.2,1329,32.1,46.8,8.9,5.8,15.1,12.6,3.5,9.4,2.7,1.3,3.1,0.8,0.73,0.27,162000,180900,132000
78748,49142,4.7,1425,33.9,51,11.7,4.8,13.1,10.8,3.6,8.3,2,1.6,2.7,0.5,0.61,0.39,267550,578800,902150
78749,37453,9.5,1518,36.7,44.9,10.4,5.5,14.8,13.1,4.2,9.3,2.1,1.2,3.1,0.9,0.62,0.38,148250,199750,242700
78750,30758,16.4,1455,39.1,39.8,7.4,6.6,19.6,17.3,4.8,13,3.6,2.3,4.6,0.9,0.63,0.37,400000,629850,567650
78751,14949,6.7,1307,29.5,69.5,11.7,3.1,8.8,7.6,2.6,5.7,1.7,0.6,1.4,0.3,0.3,0.7,239850,176300,149000
78752,20302,1.8,1034,30.4,54,13.3,3.6,9.3,8.5,2.3,5.7,1.3,1,2.1,0.6,0.27,0.73,344000,653300,540850
78753,58693,6,1034,30.9,51.3,10.7,3.4,10.3,8.9,2.6,6.9,1.9,0.9,2.5,0.6,0.36,0.64,634650,1057800,1017700
78754,23858,12.3,1277,32.6,50.6,10.8,5.3,11,8.8,2.3,5.7,1.8,1,1.7,0.3,0.5,0.5,208000,402000,521350
78756,8377,4.6,1404,36,52.8,15.1,4.8,16.6,14.4,4.3,11.9,2.9,2,4.7,0.8,0.48,0.52,182000,226000,182600
78757,24059,3.2,1238,37,46.7,11.3,4.9,16.4,13.9,3.1,11.5,2.8,2.1,5.7,1.6,0.56,0.44,309000,486600,456400
78758,46618,6,1074,31.4,53.4,12.3,4.8,11.9,9.7,2.7,7.1,1.8,0.9,2.5,0.7,0.29,0.71,302050,502500,609250
78759,41847,10.8,1319,40,42.6,9.1,5.9,20.9,18.6,5.1,14.9,3.2,2.9,6.6,1.8,0.46,0.54,209000,283450,359000
78801,22156,1.2,564,32.7,40.7,6.6,6,21.1,19,4,15.1,4.2,1.8,6.9,3.3,0.71,0.29,249000,516450,529300
78830,867,0,330,46.3,32.6,2.9,13.5,36.6,29.4,3,23.1,7.7,2,12.3,8,0.82,0.18,11000,20000,24000
78832,3631,0,392,41.1,35.5,10,5.9,23.5,20.5,5.2,17.6,6.3,0.8,6.1,2.2,0.77,0.23,8000,13000,21000
78833,1403,0,439,47.2,34.1,5.8,8.5,36.9,29.9,4.5,28.4,8.2,5,15.8,6.5,0.69,0.31,0,0,2000
78834,8662,0.2,545,31.4,41.6,7.2,5.3,17.7,16.6,5.6,12.4,2.1,1.8,4.8,0.8,0.69,0.31,80000,121800,117300
78839,9251,0,440,30.6,41.2,6.4,5,18.5,17,5.7,13.5,2.4,2.3,5.4,1.5,0.67,0.33,25000,44000,44000
78840,48317,0.6,634,31.9,41.5,6.6,5,19,16.9,4.9,13.9,2.8,2.6,6.2,1.7,0.63,0.37,302350,422500,502000
78850,1306,0,629,46.7,30.1,3.4,9,29.7,26.8,7,20.8,7,2.4,6.7,1.3,0.94,0.06,14000,10000,9000
78852,55879,0.5,571,29.4,42.4,6.1,4.2,15.1,13.2,3.3,10.9,2.8,2.3,4.7,1.6,0.68,0.32,215000,586700,679200
78861,13782,1.2,708,34.1,44.7,7.3,4.6,18.4,17,4.4,13.8,3,2.5,6.4,2.5,0.73,0.27,124000,179700,200000
78872,1724,0,348,35.5,36,2.6,7.8,21.3,17.6,2.8,13.6,2.5,6,8.2,1.3,0.72,0.28,18000,30000,24000
78873,1920,0.1,384,55.4,23,2.3,3.4,40.1,38.9,7,36.6,10,4.3,19.6,10.3,0.82,0.18,107000,183050,284000
78880,1833,0,404,48.8,32.7,5.7,6.9,32.8,31.2,10.1,26,8.2,4.4,7.6,2.4,0.86,0.14,0,0,0
78881,2321,0,460,38.3,29.6,2.1,5.2,27.7,24.9,5,22.5,9.7,3.9,7.8,2,0.82,0.18,53000,96000,117000
78884,977,0,508,49.9,27.2,2.7,8.3,37.6,34.9,7.9,29.3,7.8,7.9,13.6,4.4,0.88,0.12,0,1000,14000
78932,583,0,640,55.7,24,1.9,11.8,41.7,41.7,8.4,29.8,13.6,1.5,7.9,0.9,0.72,0.28,11700,40000,25000
78934,6238,0.1,616,41.4,28.6,5,7.1,31.6,29.2,9.7,24.5,3.8,3.5,10.9,2.7,0.78,0.22,190000,340700,396400
78935,1509,0,863,49.6,30.2,0,12.7,32.3,26.9,5.8,19.6,3.6,2.3,10.2,2.1,0.97,0.03,21000,24450,35000
78938,337,0,721,31.6,38.9,5.9,6.2,24.9,23.4,10.1,18.7,5.3,3.3,3.3,0,0.78,0.22,12000,22250,22400
78940,2387,0,575,51.3,28.6,5.1,8.2,37.8,32.8,10.2,29.7,5.9,6.7,13.5,3.6,0.91,0.09,14000,21000,20000
78941,2791,0.9,513,48.7,32,2.2,10.1,33.8,28.6,9.5,23.6,6.3,3.7,7.9,1.3,0.8,0.2,53000,94600,126550
78942,8499,0.1,783,38.6,39.7,6.2,5.9,22.9,20.9,3.1,17,5.3,3.2,8.5,2.1,0.69,0.31,159100,315750,328050
78944,521,0,570,53.8,30.9,1,16.3,32.8,25.7,3.5,16.5,4.6,6.3,8.4,0.6,0.88,0.12,14000,13000,11000
78945,10107,1.4,674,44.3,31.3,5.8,7.4,27.6,23.7,5.1,20.2,5.1,2.7,10,4,0.78,0.22,226000,363750,525200
78947,4605,1,786,43.3,31.8,4,9.1,27.2,23.6,6.7,18.1,4.2,2.9,7.2,3.3,0.85,0.15,31000,32000,27250
78950,2000,0,565,53.4,23.4,2.8,18.9,38.2,32.6,5.6,19.3,5.6,5.4,8.2,1.9,0.88,0.12,1000,13000,10000
78956,5518,0.3,573,46.3,30.6,5.4,6.8,33,29,7.2,26.2,4.3,5.8,14.7,4.2,0.77,0.23,97000,183550,186800
78957,9310,1.3,809,42.9,33.1,6.5,5.5,25.5,23,6.1,20,4.2,3.6,9.7,2.1,0.76,0.24,70950,211600,165800
78959,2047,0.9,446,45.3,33.6,3.4,6,25.4,23.5,7.1,19.4,2.8,4.6,9.6,2.1,0.81,0.19,19000,28400,28900
78962,5200,0.2,633,48.1,29.7,2.9,8.1,30.5,27.4,8.3,22.4,4.8,3.1,9.3,2.4,0.84,0.16,129000,186100,272100
79005,1653,0.5,581,34.5,39.7,7.6,6.4,19.2,16.3,3.1,12.8,3,3.2,6.8,1.2,0.72,0.28,15000,15000,19750
79007,14415,0.6,638,35.7,39.8,6.8,5.2,18.3,16.2,4.2,13.1,3,2.1,5.9,1.9,0.75,0.25,517150,633950,734600
79009,1921,1.1,594,28.1,46.8,4.6,2.8,13.2,11.9,1.9,10.4,4.5,1.9,3.9,1.3,0.58,0.42,0,5000,1650
79013,3707,12.8,534,26.1,44.7,6.2,4,8.3,7.6,2.5,4.3,1.2,0.6,0.7,0.1,0.58,0.42,75000,105850,55000
79014,4119,0.3,769,35.1,37.1,5.4,5.3,17.8,16.1,5.7,12.5,2.3,1.2,4.6,1.8,0.68,0.32,28000,34000,28700
79015,21576,0.9,917,29.8,48.4,6.2,4,16.1,14.5,4.4,12.2,2.9,2.1,4.9,1.1,0.64,0.36,58000,68000,69000
79019,1756,0,717,45.8,30.9,5.9,6.1,26.9,24.4,7.2,20.8,4.6,3.8,9,2.7,0.8,0.2,42000,56000,71000
79022,11488,1.1,694,34.3,42.7,8.9,5,16.2,14.3,2.7,11.2,3.2,2.3,5.2,1.6,0.62,0.38,109000,136000,161000
79027,5090,1.7,614,33.1,36.2,5.9,7.4,22.1,17.7,4.8,14.6,4.3,2.4,5.5,1.2,0.58,0.42,21000,30100,21400
79029,16010,7.9,772,30.2,42.2,7.3,5,15.2,13.3,3.9,10.2,1.6,1.6,4.8,1.4,0.63,0.37,320950,282150,246850
79031,1397,0,597,34.3,37.1,8.7,5.6,18,16.2,2.3,12.5,2.3,3.9,7.9,3.2,0.72,0.28,0,0,1000
79034,634,1.3,564,35.2,37.7,5,5.7,23.7,21.6,4.6,18,3.9,5,9.5,2.2,0.81,0.19,29000,29750,87250
79035,4892,0,604,34.3,36.7,8,6.4,19.2,15.2,4.8,12.7,2.9,1.3,5,1.6,0.7,0.3,2000,6000,25000
79036,5253,0.4,518,39.9,35.2,8.6,10.4,29.5,22.9,6.2,19.1,2.8,4.9,10.1,3.3,0.92,0.08,35000,38600,110000
79039,951,1.2,617,43.6,24.3,5.9,7.2,30.1,27.3,6.9,22.9,6.1,4.2,9.9,3.8,0.87,0.13,0,0,1000
79040,1771,0,720,26.7,40.7,4,3.2,15.5,14.7,5.5,12.4,2.4,2.3,4.5,0.5,0.64,0.36,15000,17000,16000
79041,3199,0.2,610,36.2,37.8,5,5.7,21.3,17.3,3.3,15.6,3.3,4.2,9,2.2,0.72,0.28,2000,7000,18750
79043,1443,0.4,553,35.1,41.9,4.1,6.7,19.4,17.8,1.7,12.7,1.7,3.4,9.3,4.4,0.72,0.28,4000,0,350
79045,19066,0.5,667,31.8,39.5,5.5,5,16.9,14.9,4.3,11.9,2.5,2.2,5,1.4,0.65,0.35,245000,322250,505650
79046,636,0.9,542,37.2,28.9,7.5,5.8,25.3,23.4,3.8,19.5,3.5,5,12.3,3.8,0.71,0.29,31000,71350,35550
79052,1166,0.7,572,35.9,45,4.6,5.3,25.1,23.4,6,19.8,7.2,2.1,6.6,3.4,0.76,0.24,0,0,0
79057,1595,1.2,397,38.4,34.8,7.5,7.4,29.7,27.4,5.7,22.3,6.1,6,10.5,2.6,0.76,0.24,6000,8000,6000
79059,705,0.6,541,37.9,34.3,4.8,8.2,29.8,27.1,6.4,21.6,5.7,6.8,9.5,1.4,0.76,0.24,2000,0,0
79064,2364,0,529,43.1,33,2.2,6.3,24,22,4.8,17.8,2.9,3,10.1,2.7,0.65,0.35,3000,0,2000
79065,21082,0.6,612,36.8,39.4,7.2,4.7,20.2,18.7,4.6,15.5,3.5,2.4,7.3,2.5,0.75,0.25,175450,228600,289250
79068,3043,0.5,706,39.2,37.5,6.5,3.5,18.7,17.3,4.3,15.1,4.2,4,6.6,1.3,0.82,0.18,43000,32000,33000
79070,10183,0.2,661,31.4,40.8,5.9,4.2,14,12.8,3.1,9.8,2.4,2.1,4.3,1.3,0.71,0.29,135000,161250,225900
79072,26829,0.3,623,32.3,42.3,6.8,4.7,17.1,15.4,3.6,12.5,3.3,1.8,5.6,1.6,0.57,0.43,590000,600500,293100
79079,2696,0.1,531,43.4,33.8,4.7,5.4,25.7,23.9,7,20.3,4.8,3.3,8.5,2.7,0.61,0.39,49000,69000,85000
79081,4065,0,647,34.9,37.5,6.4,4.6,20.1,19.1,3.6,15.4,4,4.6,7.8,1.5,0.77,0.23,69000,33000,47000
79083,2155,0.7,441,42.1,34.7,7.4,8.7,30.1,26.4,8.3,21.4,5.1,4.6,8.1,1.9,0.79,0.21,40000,33000,32000
79084,2384,0,677,37.2,42.2,7.5,7.1,18.7,15.3,4.9,11.5,2.5,1.8,4.2,1.4,0.82,0.18,55000,78000,80000
79086,2283,0.2,623,40.5,32.9,6.2,6.7,22.9,20.6,6.6,16.3,4.1,2.4,5.6,1.9,0.74,0.26,19000,19000,17000
79087,591,3.6,525,43.9,32.8,3,6.3,30.3,28.4,8,24,6.8,5.2,9.3,1.5,0.68,0.32,7000,7300,10000
79088,5756,0.1,567,36.1,38.2,7.2,7.3,24.8,22.6,5.2,17.5,3.5,4.1,8.9,2.1,0.68,0.32,16000,13550,13600
79092,985,0,635,38.9,39.5,7.1,5,19.9,18.8,6.6,14.9,3.5,2.8,4.9,0.8,0.88,0.12,37000,33000,42000
79095,2699,0.1,524,39.8,35.4,6.5,7.4,25,21.9,6.2,17.7,3.8,1.1,7.7,2.1,0.8,0.2,15000,31000,13000
79096,2231,0,624,34.9,35.9,7.6,3.5,19.9,19.7,4.9,16.4,4.6,2.4,6.9,2.1,0.68,0.32,23000,39000,36000
79097,1037,0,718,37.7,32.8,6.9,3.8,21.7,20.4,8,17.9,3.1,1.5,6.8,3.4,0.89,0.11,21000,28000,35000
79101,2185,0,743,48.7,33.9,8.6,5,36.8,33.5,5.4,31.7,4.5,4.4,21.8,6.1,0.11,0.89,131650,203500,240000
79102,9586,9.5,720,30.8,44.7,7.9,5.4,15.8,13.3,4.2,10.4,2.3,2.1,3.9,0.6,0.52,0.48,150250,177650,198850
79103,10880,0.7,778,33.1,39.1,7.3,5.3,16.7,14.5,4,11.4,2.5,2.6,4.9,0.9,0.74,0.26,204000,288150,332350
79104,6727,0.9,687,34.1,39.8,8.8,5.6,16.9,15.5,3.3,11.3,3.3,1.8,4.7,1.6,0.6,0.4,27000,26000,37000
79106,27883,1.4,774,34.1,40.6,7.2,4.8,19.5,17.6,3.8,14.7,3,2.7,8,2.2,0.52,0.48,387950,551900,593700
79107,35188,11.5,658,27.7,43.5,6.4,4,12.2,10.3,3.1,8.2,2.1,1.7,2.9,0.8,0.6,0.4,160600,240450,315350
79108,16479,0.7,726,41.9,40.8,8.8,5,17.7,15.2,4.6,12.7,3.4,2.3,4.7,1.3,0.78,0.22,74000,104000,80000
79109,44211,1.9,913,36.7,40.6,8,5.5,21.7,19.7,4.8,16.2,3.9,3,7.5,2.2,0.6,0.4,722000,946750,1009200
79110,19242,0.9,900,33.5,44.4,8.5,5.4,15.3,13,3.2,9.8,2.5,1.6,4.1,1.8,0.7,0.3,228000,368100,309150
79118,22279,1.8,1069,35,40.3,8.6,6,16.7,13.7,4.2,10.7,3,1.6,3.4,1.6,0.78,0.22,153700,222800,197250
79119,15884,2.3,1344,36.8,39.4,6.4,7.1,20.5,17.8,5.3,13.4,3,1.9,5.1,1.8,0.76,0.24,85000,117000,114750
79121,6582,2.4,915,50.7,35.6,5.4,11.6,34.4,29.7,7.7,22.7,5.1,4.1,10,3.8,0.69,0.31,49000,69000,48000
79124,8720,6.8,1231,39.8,33.7,5.3,6.2,23.5,20.8,7,17.3,3.9,3.5,6.4,1.7,0.82,0.18,148000,195000,156000
79201,7066,2.3,703,32.9,48,9.4,5.7,21,18.7,3.2,15.3,4.8,2.1,7.4,2.9,0.55,0.45,33000,68050,65100
79225,1075,0,473,39.4,39,6.7,4.1,25.5,24.3,7.8,21.4,7.3,3.3,6.2,1.8,0.75,0.25,4000,6000,13000
79226,2967,0.5,510,40,39.1,3.9,7.5,28.3,25.3,5.2,20.8,5.1,5.7,10.5,2.7,0.73,0.27,72000,97900,118000
79227,1454,0,505,49,29.6,2.7,5.6,32.3,30.7,6.2,26.7,5.8,6.5,14.7,4.3,0.8,0.2,15000,19000,24000
79235,3621,0,471,37.3,36.1,6.3,4.7,23.1,20.4,5,18.4,5.6,3.5,7.8,1.7,0.78,0.22,34000,51500,90800
79241,2196,0.6,617,38.1,36.7,5.2,7.2,26,24,3.3,18.8,6.2,2.6,9.2,3.6,0.66,0.34,4000,14000,12150
79244,753,0,475,31.4,38.6,7.2,0.7,23.8,23.1,7.7,23.1,6.6,6,8.8,0.9,0.73,0.28,4000,3000,9000
79245,2467,0.6,390,42.6,32.3,4.3,7.7,29.3,27,6.5,21.6,5.5,5,9.6,2,0.62,0.38,26000,30000,35000
79248,1442,0,374,47.3,24.1,3.1,5.1,30.6,29.1,8,25.5,6.9,7.2,10.6,2.1,0.64,0.36,20000,19000,21000
79252,2996,0.6,435,45.3,28.7,5.5,8,27.9,25.6,6,19.9,4.9,4,9,2.1,0.75,0.25,153850,161000,148000
79257,932,0,414,47.3,31.8,3.9,6.3,31.4,27.5,2.8,25.1,7.9,4.4,14.4,6.5,0.84,0.16,0,0,0
79261,394,0,389,44,35.5,5.8,7.9,34.5,31.7,8.1,26.6,3,2.8,15.5,6.6,0.73,0.27,0,0,3000
79311,3615,0.1,647,36.2,37,6.6,5.9,22.3,19.4,5.4,16.3,3.7,3.4,7.2,2.6,0.74,0.26,3000,7000,19000
79312,1020,0.8,432,45.7,36.1,3.8,7.3,26.8,23.3,3.8,19.5,3.3,2.8,12.4,3.3,0.73,0.27,2000,0,0
79316,11510,0,591,34.6,39.1,7.2,5.6,20.6,18.4,4.2,15,4,2.6,6.8,2.5,0.69,0.31,69000,90150,100900
79322,1927,0,500,43.4,30.9,3,8.8,28.7,24.9,4.5,19.9,6.1,5.1,9.3,2.6,0.72,0.28,18000,19850,17000
79323,7367,0,587,30.4,38.5,6.3,3.3,13.7,11.5,3.4,10.4,2.8,2.6,4.2,1.5,0.79,0.21,77000,98350,159000
79325,2492,0,667,38.2,35.8,5.3,6.4,23.1,18.5,4.8,16.7,3.7,2.4,8.2,4,0.76,0.24,45000,51000,88000
79329,3216,0.3,697,37.5,38.2,4.7,4.9,20.4,18.4,6.7,15.4,2.7,1.5,5.9,3,0.75,0.25,15000,4850,29000
79331,12742,0.8,545,32.8,43.6,7.4,4.6,19,17.2,4.2,14.4,3.4,2.1,6.7,2.6,0.71,0.29,187000,276650,413000
79336,17229,0.2,658,33.1,41.9,6.4,6.4,20.2,17.7,4.4,13.8,3.4,2.7,6,1.6,0.67,0.33,123000,159650,348300
79339,6624,0.6,613,31.8,35.8,9.9,5.5,21.6,18.9,5,16.1,4.3,3,6.9,2.2,0.68,0.32,65000,113500,71000
79343,1653,0.9,554,32.7,39,4.4,5.3,19,17.1,3.6,13.7,3.8,1.8,6.4,1.9,0.61,0.39,3000,3000,4000
79346,2251,0,373,33.1,39.1,8.5,5.3,20.6,18.1,5,15.3,2.6,4.6,7.7,1.8,0.77,0.23,33000,26000,40000
79347,7212,0.9,639,34.7,42.4,4,6.7,21,17.6,4.5,14.4,2.7,3.4,7.2,2,0.71,0.29,25550,38100,45400
79350,339,0,581,33.3,36.3,6.5,3.2,18.9,17.1,9.4,15.6,2.4,2.1,3.8,0.6,0.72,0.28,2000,9000,10050
79351,1436,1,605,36.9,36.2,6.3,5.4,21.6,19.2,3.8,16.2,2.9,6,9.6,2.1,0.69,0.31,0,3000,37000
79355,1889,0.2,493,33.3,40,7.6,7.5,18.1,13.2,1.6,10.5,4.6,3,4.3,0.8,0.72,0.28,24000,36000,43000
79356,6372,0.6,592,40.1,49.3,8.5,4.1,15.1,13.3,3.2,10.9,2.7,3,5.1,1.1,0.64,0.36,37000,61300,105000
79357,2260,0,592,36.1,39.9,7.5,3.8,20.9,19.1,6.8,17.1,2.3,3.8,8,1.5,0.69,0.31,45000,49000,62000
79358,1080,0,583,40.6,35.8,3.9,4.8,22.4,19.3,3.6,17.6,3.9,4.3,10.1,4,0.85,0.15,13000,9000,17000
79359,2900,0,493,28.5,36.6,3.3,8.2,19.2,16.4,3.3,11,4.8,2.2,2.9,0.2,0.68,0.32,11000,27000,35050
79360,15623,0.6,711,28,41.6,6.7,3.3,11.7,10.7,2.2,8.4,2,1.6,4.2,1,0.79,0.21,227300,516200,788400
79363,5799,0,873,37,39.6,5.9,4.9,16.9,14.7,5.7,12,3.7,0.9,2.7,0.8,0.74,0.26,16000,14250,15000
79364,7710,0,600,35.3,31.1,7.7,7.9,27.9,25.4,8.5,19.9,2.7,3.4,8.7,2.7,0.66,0.34,92000,142900,146000
79370,1572,0.1,459,42.1,37.2,7.3,7.5,29.1,25.7,5.9,21.6,6.4,5.9,9.3,2.6,0.74,0.26,6000,10000,10000
79371,1450,0,461,41.5,38.6,2.2,6.2,21.6,18.2,3.7,15.4,3.4,2.9,8.3,3.4,0.81,0.19,3000,0,0
79372,1191,0,689,34.8,40.2,7.6,5.6,17.7,15.5,3.5,12.1,5.1,0.3,3.4,1.4,0.72,0.28,19000,17000,6000
79373,2903,0,613,39.2,32.9,6.3,5.2,25.7,23.8,8.7,20.6,4.4,2.7,7.4,2.5,0.64,0.36,16000,17000,17000
79379,619,0,427,34.5,39.3,10.2,4.2,15.2,11.8,4,11,2.3,0.5,4.7,4,0.74,0.26,0,0,0
79382,7122,0.5,1065,34.6,38,4.8,4.8,15,13.9,3.5,10.2,3.5,1.1,3.2,1.9,0.75,0.25,13700,20000,20800
79401,7909,4.7,920,22,78.3,4.7,1.2,3.3,2.7,0.6,2.1,0.4,0.7,1.1,0.3,0.11,0.89,113000,175150,141900
79403,17401,0.1,567,34,41.2,7.6,5.3,18.3,15.6,3.8,13,3.4,2.5,5.8,1.5,0.63,0.37,137750,198400,168000
79404,10347,0.2,590,35.1,38.1,7,6,19,16.6,4.8,13,4,1.6,4.1,1.5,0.61,0.39,145000,163250,188850
79407,21028,2.9,770,31.3,50.9,7.1,3.7,14.3,12.9,3,10.6,2.3,2.1,5.3,1.1,0.47,0.53,130000,178700,164650
79410,9583,1.1,1038,26.4,58.3,6.4,4.2,16.2,13.9,3.1,11.9,2.8,1.3,6,2.4,0.42,0.58,15000,8650,13700
79411,7894,1.1,823,28.2,57.2,4.1,2.9,11.8,10.6,2.7,8.9,1.7,2.2,4.5,2,0.39,0.61,29000,77800,82000
79412,17141,0.8,819,29.7,43.8,6.3,4.4,14.4,13.2,3.3,10.1,2.9,1.5,3.9,1.3,0.5,0.5,119000,154000,239950
79413,22149,1.9,953,32.3,44.5,7.1,5,20.3,18.3,4.4,15.3,2.6,2.7,8.3,3.2,0.57,0.43,176400,217500,214000
79414,18150,1.4,834,29.5,47.3,8.4,4.6,16.7,15.5,3.2,12.1,2.4,3.5,6.5,1.8,0.4,0.6,72000,121700,197550
79415,17343,5.8,725,27.4,52.1,6.8,4.1,13.1,11.3,2.3,9,2.1,1.9,4.7,0.8,0.39,0.61,124700,229700,175750
79416,33302,4,1000,28.1,52.8,7,4.7,16,14.2,3.7,11.3,2.2,2,5.5,1.9,0.49,0.51,150200,222500,196250
79423,37960,0.7,1078,33.7,40.6,8,4.6,16.5,14.7,4.6,11.9,3.4,2.1,3.9,1.1,0.71,0.29,368850,634700,689400
79424,45948,3.1,1194,35.4,39,7.8,5.9,19.8,17.3,4.5,13.9,3.2,3.1,6.2,1.6,0.69,0.31,371000,470550,511050
79501,2959,0,623,44.2,32.2,4.3,8.4,28.9,25.1,8.4,20.4,3.4,4.6,8.6,1.7,0.77,0.23,37000,43350,46550
79502,984,0,464,51.3,21.2,5.8,7.7,34.6,32,8,26.8,6,2,12.8,7,0.75,0.25,0,0,0
