Zip Code,Median age,Percent - 10 to 14 years,Percent - 15 to 17 years,Percent - 15 to 19 years,Percent - 15 to 44 years,Percent - 16 years and over,Percent - 18 to 24 years,Percent - 18 years and over,Percent - 20 to 24 years,Percent - 21 years and over,Percent - 25 to 29 years,Percent - 30 to 34 years,Percent - 35 to 39 years,Percent - 40 to 44 years,Percent - 45 to 49 years,Percent - 5 to 14 years,Percent - 5 to 9 years,Percent - 50 to 54 years,Percent - 55 to 59 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Percent - 85 years and over,Percent - Under 18 years,Percent - Under 5 years,Total population,Fy 2017,Fy 2018,FY 2019 Through 7/31/2019
76123,34.1,9.8,5.6,8.5,41.8,73.6,9.4,70,6.5,65.2,4.3,8.3,7.2,7,7.8,17.9,8.1,7.7,5.8,4.9,12.5,10.2,3.6,7.6,1.4,1.3,2.7,0.6,0.8,30,6.5,32131,21000,43150,64000
76126,40.6,7.1,2.4,3.6,33.2,76.4,4.1,74.9,3,73.2,5.1,7.3,7.4,6.8,6.6,15.5,8.4,8,7.2,6.5,22.3,19.8,5.9,15.8,4.2,2.5,5.7,1.9,1.3,25.1,7.2,21355,271350,414850,439800
76131,31.8,10,5.3,8,46.3,71.3,7.4,67.9,4.7,64.3,7,8.8,9.8,7.9,6.3,19.8,9.8,5.7,4.8,3.6,10.1,8.6,2.6,6.5,1.1,0.8,2.8,1,1,32.1,7,37868,232500,371550,468500
76132,35.1,5.4,2.9,3.8,42.4,80.2,9.7,78.2,8.7,76.5,12.2,6.3,6.2,5.2,5.5,10.9,5.6,6.1,6.3,5.1,20.9,18.5,4.6,15.8,3.5,2.5,7.6,2.6,2.6,21.8,7.9,26405,102300,177600,232650
76133,35.3,6.7,5.2,7.5,39.8,76.5,7.9,73.1,5.5,69.7,7.2,7.4,6.4,5.8,6.1,14.7,8,5.4,6.8,5.9,20.1,17.8,4.6,14.2,2.9,2.7,6.7,2,2.1,26.9,7.1,51022,338150,543850,606650
76134,31.7,6.9,4.8,6.6,40.5,71.6,9.2,68.5,7.4,65,6.2,9.3,5.8,5.1,5.6,16.5,9.6,4.1,5.1,5.1,17.9,16,4.9,12.9,2.7,2.1,5.3,1.8,1.4,31.5,10.2,26581,200000,331150,282950
76135,35.9,5.6,4.1,6.9,39.8,77.4,8.1,74.3,5.4,69.4,7.1,7.8,5.2,7.5,6.6,13.7,8.1,7.5,7.9,4.8,16.6,14.7,3.8,11.9,2.9,2.6,5.1,1.3,1.3,25.7,7.9,23845,210650,278050,351150
76137,31.6,8.2,5.2,8,46.9,75.2,10.1,71.7,7.3,67.5,9.1,7.7,6.9,7.9,7.6,15.5,7.3,6.6,5.6,3.7,10.3,8.7,2.7,6.6,2.1,0.9,1.9,0.7,0.3,28.3,7.5,60065,365000,522500,660850
76140,32.4,9.1,5.1,7.7,42.5,72.2,9,69,6.4,64.7,5.4,8.7,7.9,6.4,6.5,17.2,8.2,6.5,5.6,4.3,13,11.4,2.6,8.7,2,2.5,4,0.9,0.6,31,8.6,30643,411150,403700,401600
76148,34.7,6.7,5.2,7.5,42.4,76.8,8.1,73.3,5.8,70.3,6.9,8.7,7.8,5.6,6.5,14,7.2,7.8,7.3,4.7,14.6,12.7,3.9,9.8,2.2,1.9,3.8,1,0.8,26.7,7.5,23819,345900,381050,516200
76155,29.5,2.1,0.5,1.9,64.9,82.7,14.8,82.1,13.5,79.1,18.6,14.9,8.6,7.5,3.8,6.1,4,6.9,3.4,1.1,3.6,3.1,0.9,2.5,1,0.4,0.6,0,0.2,17.9,11.2,5289,29000,28950,24000
76164,30.8,7.2,3.7,7.2,41.3,73.5,12.6,70.6,9.1,65.1,6.7,6,7.1,5.4,6.8,15.9,8.7,7.4,4.8,4.5,13.9,12,2.8,9.4,2.4,1.7,4.2,1.4,1.2,29.4,9.8,16091,101850,149500,272300
76177,32.1,4.9,2,2.7,49,74.8,7.6,73.8,6.9,72.5,11.4,11.1,9,8,5.2,11.9,7,6.2,6.4,3.8,9.1,7,1.9,5.3,2,1.1,1.3,0.2,0,26.2,12.2,7907,93000,122000,144400
76179,33.4,8.8,4.9,7.9,42.9,73.6,7.6,70.2,4.6,66.4,6.5,8.8,8.3,6.8,8.2,16.9,8.1,6.4,4.3,4.8,13.3,11.3,3.9,8.5,2,1.1,2.5,0.8,0.6,29.8,8,57204,281100,441600,676550
76180,35.5,6.6,2.6,4.5,39.7,78.6,10.5,76.9,8.6,73.5,8.2,7.7,5.7,5,6.8,13.6,7,5.8,6.4,5.4,20.8,18.5,5,15.4,2.9,2.5,7.5,2.2,2.8,23.1,6.9,36385,406450,523050,561000
76182,41,6.9,4.2,6,35.6,78.8,6.2,76.3,4.4,73.6,6.5,6.2,6,6.4,7,13.8,6.9,8,8.6,8.2,21.3,17.1,5.2,13.1,3.4,1.6,4.5,1.7,1.2,23.7,5.8,31227,52000,119250,213500
76201,23,1.3,2.7,22.8,76.9,93.7,49,91.6,28.9,63.4,12.2,7.2,3.1,2.7,3.1,3.7,2.4,2.6,2.5,2.2,9.3,8.7,2.1,7.2,1,1.2,4.1,1.5,1.5,8.4,2,28038,167650,228800,286300
76205,29.2,4.5,3.1,7.2,58.2,86.8,24.5,84.5,20.4,75.2,11.5,7.6,6.3,5.2,4.2,8.4,3.8,4.8,6,5.1,14.5,12,3.2,9.4,2.6,1.8,3.5,1,0.7,15.5,4,20992,208000,265950,332050
76207,38.3,4.9,3.4,4.5,41.7,82.4,10.4,79.6,9.3,77.8,9.7,6.1,6.1,6,4.2,9.5,4.6,6,4.7,5.3,26.3,24.4,7.1,21,8.5,2.9,5.4,1.9,0.6,20.4,7.6,14221,139050,182250,222750
76208,33.3,7.3,4.4,6.6,42.8,75.8,9.6,72.7,7.4,68.8,8.4,6.9,6.9,6.5,6.9,14.1,6.8,7.5,6.6,4.5,13.5,12.1,3.5,9,2.5,1.6,3,0.9,0.5,27.3,8.8,23463,44000,68000,65000
76209,31.2,5.2,3.8,6.5,47.9,78.8,14.3,76.2,11.7,71.9,9.7,8.9,4.2,7,5.8,12.6,7.3,5.5,5.5,5.3,15.4,13.6,3.7,10.1,2.6,1.1,3.8,1.3,1.3,23.8,7.3,24667,72000,96550,99000
76210,36.2,7.8,5.2,7.6,42,77.3,8.4,73,6,68.7,6.2,7.2,7.7,7.4,6.9,16.1,8.3,6.8,5.6,5.1,16.8,15,4.4,11.7,3,1.7,4.2,1.3,1.3,27,5.7,44044,94000,124000,168200
76225,36.7,7.2,4.8,6.9,39.1,77.8,15.1,75.8,12.9,68,4.8,3,4.6,6.9,8.7,13.3,6.1,8,4.6,4.6,20.1,17.9,4.3,15.5,4.6,5.8,6.6,0.5,0.4,24.2,6.1,3313,44000,54000,47000
76226,40.7,9.9,5.1,6.8,34.4,74.6,4.7,71.1,3.1,68.5,3.7,5,5.9,9.8,8.6,18.4,8.5,8.1,7.6,5.9,17.7,15.9,5.3,11.8,2.9,2.3,3.6,0.7,0.5,28.9,5.3,25037,85000,134450,101500
76227,34.5,8.8,5,6.5,42.8,73.1,5.4,69.8,3.8,67.2,7.3,8,8.4,8.8,7.5,17.8,9,5.6,5.3,4.6,13.5,12.2,3.7,8.9,2,1.5,3.2,0.8,0.9,30.2,7.4,29616,239600,329450,441400
76228,52.7,6.6,4.8,6.3,25.9,84.1,5.6,80.9,4,79.4,4.4,2.4,4.8,4,6.1,12,5.4,8.8,8.5,12.2,36.4,32.5,8.2,24.2,9.1,2.9,7,2.7,1.4,19.1,2.3,1027,11000,26750,10000
76230,43.1,7.1,3.1,5.9,32.7,79.3,8.5,77,5.7,73.5,5,5,5.6,5.5,6.1,15.3,8.2,7.2,5.7,7.6,28.4,24.1,6.2,20.8,6.4,3.9,8.2,2.8,1.6,23,4.7,9538,188500,241000,170900
76233,40.4,8.2,5.4,5.8,37.6,77.2,7.3,74.4,6.8,73.5,6,4,6.3,8.7,8.4,15.8,7.5,9.3,6,4.2,18.5,16.7,4.5,14.3,4.7,1.9,5.2,1.7,1.6,25.6,4.5,3490,30000,46000,40000
76234,38.6,7.1,3.6,5.4,34.9,76.9,7.7,74.6,5.9,71.3,7.4,5.4,6.5,4.4,8.1,14.4,7.3,6.7,6.5,5.7,21.9,19.5,7,16.2,3.6,2.1,5.5,1.5,1.9,25.4,7.4,15341,153550,246600,261700
76238,52.7,0.8,6.3,8.3,31.3,89.3,6.8,85.5,4.8,83.5,6,3.5,3,5.8,6,1.5,0.8,10,7.8,11.5,36.8,29.8,6.5,25.3,5.8,8,13,2.8,2.3,14.5,6.8,400,46000,19000,11000
76240,40.8,5.5,4.3,6.8,35.2,78.7,8.7,75.8,6.2,72.3,6.3,5.5,4.5,5.8,6.2,12.5,7,5.4,7.5,7.1,25.9,23.4,7.1,18.8,3.9,3.1,7.8,2.2,2.5,24.2,7.4,27123,169100,373750,495350
76244,32.1,10.9,4.8,7,45.1,69.2,7.2,66.4,5.1,63.1,5.8,8.4,9.4,9.5,7.9,20.7,9.8,6.1,4.4,2.3,7.7,6.5,2.2,5.4,1.7,1,1.5,0.2,0.3,33.6,8.1,74414,230000,316900,368000
76245,51.8,3.9,1.3,2.8,25,85.1,7.2,83.8,5.7,81.4,3,7,2.5,4,6.9,5.1,1.2,9,11.6,10.2,32.6,29.1,11.1,22.4,8.3,2,3,0.5,0.5,16.2,9.8,1869,3000,4000,2000
76247,36.7,8.4,5,6.5,40.1,74.5,6.1,70.6,4.6,67.6,4.5,8.2,6.7,9.6,7.9,16.7,8.3,6.7,6.2,4.5,14.7,13.3,3.1,10.2,2,1.6,5.1,2.2,1.3,29.4,7.7,14009,41650,71000,78000
76248,40.5,8.7,6.1,8.3,35.2,76.4,6.6,71.8,4.4,68.8,4.3,4.6,5.6,8.1,8.7,16.6,7.9,9.7,7.5,5.6,16.9,14.6,3.6,11.3,3,1.6,4.7,1.1,2,28.2,5.5,39131,500850,599600,610700
76249,38,10.4,6.3,8.2,42.3,77.3,7.4,73.2,5.5,68.8,6.7,4.3,7.5,10.1,6.3,17.7,7.3,8.4,5.5,4.7,17,14.8,2.8,12.3,3.5,3.4,6,1.5,1.1,26.8,2.8,8516,91000,121700,86000
76252,39.1,7.6,4.2,6.5,35.7,77.9,9.9,74.9,7.6,69.6,6.6,6.2,3.4,5.4,6.5,14.6,6.9,7.9,5.8,4.5,23.3,21.2,4.1,18.8,5.5,4.6,9.2,2.4,2.2,25.1,6.3,2622,44000,54000,19600
76255,44.8,6.4,3.7,5,31.3,79.3,4.8,77.3,3.5,75.5,6.8,6.5,3.9,5.5,4.8,11.8,5.4,7.7,6.4,6.5,30.7,27.8,6.5,24.2,5.3,5.5,12.4,2.4,4.5,22.7,7.2,5369,97850,111000,34800
76258,42.8,8.6,5.2,8.4,34.3,79,8.7,76,5.5,72.1,2.4,3,5.6,9.3,8.5,12.7,4.1,8.9,10.4,4.3,19.2,17.4,5.7,14.9,2.3,2.8,6.8,1.8,2.2,24,6,6820,33000,44000,71350
76259,39.1,7.5,5.6,7.1,40.5,81.1,6.7,76.7,5.2,74.7,8.9,6.7,7.9,4.7,8.6,12.8,5.3,9.4,7.4,7,16.5,14.1,4.8,9.6,1.9,1.5,2.9,0.9,0.4,23.3,4.8,4890,8000,8000,21000
76262,38.1,8.1,5.7,7.5,39,74.6,5.7,71.3,3.8,68.9,5,6.1,7.9,8.6,8.8,16.4,8.2,7.4,5.5,6.3,16.3,13.5,4.2,10,2.4,1.5,3.4,1.3,0.6,28.7,6.7,34422,330000,494350,440900
76265,40.1,5.8,4,5.9,36.7,79.6,8.6,75.7,6.8,72.9,7.1,6.3,3.5,7.2,3.2,12.2,6.4,6.6,7.8,6.9,25.5,23.1,4.5,18.5,5,3.2,9,4.4,1.4,24.3,8.1,1806,8900,5150,4000
76266,37.5,8.7,4,6.7,38.1,77.2,8.5,74.7,5.8,70.9,7.7,5.8,4.1,8.1,6.3,14.3,5.6,8.8,7.2,6.2,18.4,16.1,3.3,12.2,3.2,2.5,5.7,2.2,0.9,25.3,7,15439,96000,156000,274950
76270,51.7,4.5,6.8,7.9,20,83.5,3.1,76.7,2,75.6,2.3,1.5,5.5,0.8,8.6,10.4,6,10.2,10,6.5,34.7,32.9,10.9,28.2,11,2.6,6.3,1.4,2.3,23.3,6.1,1797,6000,9000,7000
76271,36.4,9.8,2.8,4.9,41.5,76.8,10.7,74.6,8.6,72.2,6,6.9,4.9,10,5,17.7,7.9,4.3,6.3,4.2,20.4,19.4,9.3,16.2,2.3,1.7,4.6,1.5,1.4,25.4,4.9,1626,27000,25750,22000
76272,36,7,6,7.1,38.3,76.6,7.6,73.2,6.5,69.9,7.2,7.3,7.3,2.9,5.5,16.4,9.4,6.2,6.2,8.2,23,20.4,5.3,14.8,3,2.1,6.6,3.1,1.3,26.8,4.4,4256,52000,61000,77250
76273,42.2,6.5,3.7,4.1,36.1,81.2,10.1,78.6,9.7,77,6.1,4.8,5.5,5.9,5.3,11.5,5.1,6.6,7.1,8,27.2,23.9,5.4,19.3,6.3,2.8,7.6,2.7,2.2,21.4,6.2,9245,31000,53000,63000
76301,35.2,6.5,5.1,6.7,36.3,75.2,8.2,72.1,6.5,69.2,6.8,7,4.3,5,4.9,14.7,8.1,8.3,7.6,6.1,20.2,17.5,4.6,14.1,3.6,2.2,5.9,2,1.8,27.9,8.1,15632,30400,64800,49000
76302,32.3,6.7,3.2,4.8,40.5,76.5,11.6,74.5,10,70.6,9,8.2,4.4,4.2,5.2,13.7,7,4.6,7.3,4.8,19.9,17.9,3.5,15.1,3.4,3,8.2,2.2,3.1,25.5,8.7,13725,150100,241750,240700
76305,47.6,7.6,4.2,6.8,29.1,81.3,5.8,78.6,3.2,75.8,4.9,5.4,3.3,5.4,7.9,13.5,5.9,6.8,11.3,9.8,27.6,23,4.9,17.8,6.3,2.8,6.6,1.5,2.3,21.4,3.7,4264,9000,16000,30000
76306,35.6,6.6,5.5,8,39.7,76.9,8.3,73.4,5.8,69.9,6.6,7.8,6.4,5.2,6,16,9.5,6.8,6.3,5.3,20,17.6,4.4,14.7,3.4,2.9,6.9,2.6,1.4,26.6,5.1,15099,94450,142850,259000
76308,32.5,4.7,2.9,7.9,45.6,82.5,19,80,14,72.6,8.1,6.1,4.8,4.6,5.2,10.9,6.3,5.1,5.6,6.4,21.4,18.3,5,15.1,3.2,2.6,6.9,2.7,1.6,20,6.1,19361,70000,146150,170950
76309,36.3,5.9,3.7,5.8,37.5,77.1,9.1,74.9,7.1,71.1,7.8,6.1,6.4,4.3,5.4,14.6,8.7,7,7.2,5.8,21.5,19.1,3.9,15.7,3.2,2.5,8.6,2,4,25.1,6.8,12939,65000,62000,72000
76310,39.9,8.3,3.6,4.8,36.7,76.7,5,74.8,3.7,73.1,6.8,6,7.1,8.2,5.8,15.2,6.9,6.6,6.3,6.7,22.9,20.5,5,16.2,4.3,2.5,6.8,2.2,2.2,25.2,6.4,17720,72950,66000,80000
76351,37.9,9.6,6,7.4,33.3,74,5.3,70.8,3.9,68.2,3.9,6.9,7.8,3.3,6.2,18.3,8.7,7.2,4.7,6.3,25.3,20.6,3.2,19.1,5.4,2.8,10.4,3.7,4,29.2,5,1853,12000,14000,37000
76354,39.2,6.8,4.1,7.3,37,77.3,8.8,74.9,5.6,70.6,6.9,6.4,3.9,6.9,5.9,11.6,4.8,6.9,6.8,5.7,22.5,19.6,4.1,16.7,4.6,3.5,8,2.5,2,25.1,9.4,12085,67000,73450,99250
76360,50.5,2.7,3.1,4.2,33.3,89.9,6,88,4.8,84.3,5.1,5.7,6,7.4,7,5.5,2.8,11.1,11,8.2,28.7,25.3,6.6,20.4,4.2,5.1,9.7,3.2,1.4,12,3.4,3561,34400,19550,24750
76364,50.3,5.6,4.2,4.2,26.6,81.8,3.5,77.6,3.5,77.6,3.5,2.1,13.3,0,4.9,15.4,9.8,3.5,12.6,11.2,34.3,26.6,7.7,23.1,9.8,2.8,5.6,1.4,1.4,22.4,2.8,143,8000,11000,14000
76365,46.5,6.1,5.1,7.3,31.9,82.3,6.8,78.5,4.6,74.7,4.3,5.3,5.2,5.1,5.9,13.1,7,7.9,7,8.2,30.9,28.1,6.8,22.8,4.9,5.2,11.1,3.2,2.8,21.5,3.2,4395,22100,20350,33100
76366,46.9,6.6,4.6,7.5,33.1,84.9,11.9,81.5,9.1,77.4,4.1,3.9,4.1,4.4,6.3,9.6,3,9.2,10.5,10.2,27.1,22.1,5.8,16.8,1.2,1.7,9.8,4,4.1,18.5,4.2,2102,7000,95000,113000
76367,38.5,4.1,2.3,3.8,49,86.1,7.1,84.5,5.5,82.1,11.1,9.6,10,8.9,7.1,8.2,4.1,7.3,7.2,4.9,16.3,14,4.3,11.4,3.3,1.6,3.8,1.1,1.1,15.5,5,14963,12700,15000,46000
76371,33.5,5.3,1.8,2.2,33.4,72.4,8.5,71.7,8.1,70.3,7.1,7.6,4.1,4.2,6.1,14.6,9.4,6,5.1,6.1,22.9,21.1,3.1,16.8,3.5,3,10.1,4,3.1,28.3,11.8,1557,10000,11000,8850
76372,28.1,9.1,6.7,9,44.2,71.3,8.4,64.9,6.1,59.8,10.4,6.3,6.8,5.5,2.8,20.7,11.6,3.5,3.6,3.1,17.4,16,3.5,14.3,4.8,2.4,6,1.5,2.1,35.1,7.7,1409,36500,31000,40000
76374,42.7,7.5,4.4,6.7,32.2,78.9,7.3,75.5,5.1,71.2,3.2,5.6,6.2,5.5,4.9,12.3,4.8,5,7.8,6.8,30,26.4,6.4,23.3,5.5,3.1,11.4,4.4,3.9,24.5,7.8,3917,39000,64000,69000
76380,48.3,5.8,3.2,3.8,27,80.4,7.2,78.5,6.6,76.8,3.1,4.4,4.7,4.4,8.1,13.2,7.4,7.8,8.3,6.4,30.4,27.4,6.7,24,5.5,3.6,11.8,5.8,2.5,21.5,5.2,3633,37000,55000,73000
76384,37.2,5.7,4.1,7.9,38.4,79.9,9.5,77.1,5.7,72.1,6.8,6.8,6.7,4.6,5.7,12.9,7.2,6.1,8.8,5.6,22.2,19.9,3.5,16.6,5.5,3,7.6,2.7,1.8,22.9,5.8,12385,82850,174400,274400
76401,27.6,5,3.7,11.6,52.6,82.3,25.3,79.8,17.5,67.6,6.9,5.6,5.8,5.3,4.3,11,6,4.6,4.8,4.2,17.3,15.4,4.7,13,2.7,2.2,5.7,1.7,1.8,20.2,5.6,29478,228600,481550,473050
76424,38.4,5.5,3.4,6.2,37.1,79.5,9.7,77,6.8,73,7.2,6.1,6.8,3.9,5.4,13.7,8.2,6.8,6.1,6.2,25,22.1,6.1,18.8,4.1,2.8,8.6,2.5,3.3,23,5.9,8794,78200,116350,95700
76426,40.6,6.5,5,7.1,38.5,80.5,7.4,77.7,5.3,73.8,6.1,6.6,6.7,6.7,4.5,11.8,5.3,8.6,8.6,7.1,22.5,19.5,3.8,15.4,4.9,4.2,6.7,0.9,1.6,22.3,5.5,12453,144000,198250,217500
76427,30.5,11.5,6.1,10.4,53.5,78.6,14.8,73.3,10.5,68.7,4.7,8,4.2,15.7,4.1,12.9,1.5,4.5,2.9,2.4,14.3,12.8,4.1,11.9,4.3,1.4,3.4,1.1,1,26.7,7.7,1021,18950,36000,38000
76430,38.8,8,5.6,11.7,35,75.4,10.2,72.7,4.1,64.6,5.4,2.9,5.9,4.9,5.6,13.8,5.8,7,7.2,5.8,23.5,22,6.9,17.7,3.7,3.3,7.1,2.3,1.5,27.3,7.8,2428,15000,5000,43150
76431,46.2,6.9,5,5.8,30.5,79.3,5,76.8,4.2,74.4,4.2,6,3.7,6.6,5.5,14.3,7.3,6.4,10.4,14.7,29.1,23.9,5.3,14.4,4.7,1.8,4.4,1.5,1.1,23.2,3.9,2931,13000,18100,26000
76437,48.8,1.8,5.6,10.8,35.7,87,13.7,82.8,8.5,73.9,5.8,2.6,3.3,4.6,4,5.8,4,9.5,7.4,7.7,31.9,29.1,3.6,24.2,8.7,5.2,11.9,3.3,3.4,17.2,5.8,5401,117850,141600,181400
76442,45.1,7.5,4.6,8,31.5,79.1,7.1,77,3.7,72.5,5.6,4.2,4.9,5.1,5.7,12.8,5.3,4.9,5.7,8.8,33.8,28.6,8.4,25.1,5.9,3.1,10.8,4.2,3.4,23,5.6,7496,52000,95000,115000
76443,40.7,8.2,5.3,7.3,32.5,75.3,4.3,71,2.3,67.8,3.4,4.2,8.2,7.2,3.8,17.5,9.4,5.7,8.4,7,25.9,22.7,5.1,18.9,5,5.7,8.7,2.3,0.7,29,6.2,2316,44000,24450,28250
76444,46.7,6.7,3.5,6.3,31,80.6,7.3,80.2,4.5,77.2,3.9,5.6,4.3,6.3,7.3,11,4.3,9.1,4.7,8.4,31.7,29.8,6.6,23.2,5,5.2,11.6,2.9,3.5,19.8,5.3,3472,40000,42000,23000
76446,34,7.1,1.9,4.9,32.2,73.4,8.8,71.8,5.7,67.6,7.3,5.9,6.5,1.9,7.8,17.5,10.3,7,6.6,6.5,20.1,17.2,4.9,13.5,2.8,2.1,5.9,2.5,1.3,28.2,8.9,8105,63900,128700,150000
76448,41.9,6.3,2.9,4.1,35.9,79.6,5.6,78.4,4.4,77.2,8.7,6.5,4.7,7.5,4.2,16.3,9.9,7.9,4,8.1,29.3,26.1,5.8,21.2,5.2,4.8,10.2,2.5,2.9,21.6,2.5,5224,101000,176000,170950
76449,50.8,3.6,4.4,5.2,30.2,85.9,4.6,83.4,3.8,81.2,5.9,5.6,4.9,4.7,5.9,7,3.4,8.2,10,8.9,33.5,31.4,11.8,24.6,4.7,3.7,8.2,2.9,1.6,16.6,5.2,2427,49000,53000,45300
76450,44.4,6.8,4.1,8,32.3,79.8,8.1,77.5,4.2,73,4.2,5.9,4.1,5.8,6.1,12.7,5.9,7.5,8.3,7.4,27.4,23.9,7.1,20.1,3,3.9,9.9,2.6,3.4,22.5,5.6,12885,149550,214000,215800
76453,59.5,2.8,4.8,6.2,16.9,90.2,3.3,87.1,1.9,85.7,2.9,1.7,2.6,1.6,6.6,6.1,3.3,8.8,10.7,11.5,48.8,42.7,13.4,37.3,7.5,9.5,16.4,4.6,2.2,12.9,2,1357,20000,27350,13000
76454,48.9,9.1,1,5.7,27,79.7,10,79.4,5.3,73.1,1,3.3,7.9,3.8,4.9,13.8,4.7,8.8,5.6,7.6,34,29.1,9.7,26.5,5.1,5.1,11.7,2.6,4,20.6,5.9,1560,14000,8000,5000
76457,41.7,8.7,4.8,8.3,37,80,11.6,77.5,8,71.7,3.8,5.4,6.3,5.2,5.7,15.1,6.4,6.1,5.7,5.6,27.8,25.7,7.3,22.3,5.9,3.8,9,1.9,3.3,22.5,2.6,4102,46000,83000,50350
76458,40.9,5.5,4,5.6,41.1,83.3,10.1,80.7,8.4,77.8,8.6,4.6,5.7,8.1,6.5,9.8,4.3,8.3,7.5,5.4,21.3,18.7,5.3,15.9,3.5,1.9,7.1,1.9,3.4,19.3,5.5,5913,66000,100500,88600
76470,38.2,7.2,3.1,9,35.3,77.9,12.7,75.8,6.8,66.1,3.8,7,4.6,4.2,4.5,13.2,6,5.6,7,9.1,26.4,23.5,5.9,17.4,6,2.5,5.5,2,1,24.2,7.9,3820,20100,28000,39200
76471,43.8,11,2.6,5.7,32.2,79.8,13.4,78.5,10.4,75.4,1.5,4.4,4.3,5.9,5.2,14.5,3.6,5.4,9.5,5.7,28.8,26.3,8.7,23.1,5.2,3,9.2,2.5,3.7,21.5,4.4,2275,10000,5000,10000
76472,48.8,10.2,2.1,3.2,26,77.8,2.5,75.8,1.3,74.7,2.3,5.6,9.1,4.4,3,21.4,11.2,1.9,12.3,11.6,34.6,28.4,7,23,4.4,4.3,11.6,6.5,0.8,24.2,0.8,1507,41250,72350,73000
76475,47.9,5,7.7,7.7,30.4,82.3,1.9,78.4,1.9,78,5.1,3.1,6.3,6.4,9.5,12.1,7.2,8.5,8,10.2,29.8,24,4.8,19.6,3.4,6.4,11.3,3.2,1.8,21.6,1.8,909,3000,3000,3000
76476,41.5,8.4,4.2,5.6,36.8,78.6,6.3,75.6,5,73.6,5.5,7.9,4.6,8.2,5.8,14.1,5.8,5.9,6.5,6.8,24.8,21.9,7,18,5.3,2.4,5.7,2.6,0.8,24.4,6.1,2718,31000,40000,48000
76483,51.6,4.1,5.6,6.7,27.8,87.1,6.9,83.7,5.8,81.5,3.1,5.5,2.1,4.7,10,5.3,1.2,8.3,6.3,9,36.9,34,6.1,28,8.2,4.5,13.7,6,3.2,16.3,5.3,972,23000,25500,16000
76486,53.4,4.5,1.3,2.1,23.6,84.4,4.8,83.7,3.9,82.8,3.8,8.3,1.4,4,7.1,10.8,6.3,9.5,11,6,33.8,30.9,4.7,27.8,11.6,4.3,11.4,0.5,6.6,16.3,4.3,1040,10000,18550,22650
76487,39.1,5.8,6.4,9.7,36.6,78.3,8.8,74.4,5.6,70.5,5,7.9,4.2,4.3,4.2,14.4,8.6,11.2,9.7,3.4,19.1,17.7,7.5,15.6,3.1,2.4,5,1.2,1.4,25.6,4.7,2704,27600,23600,16000
76501,38.6,6.5,5.1,8.1,36,77.4,9.3,74.3,6.3,70.1,5.8,4.9,6.2,4.8,5.9,12.9,6.4,7.6,8.4,6,21.6,20,5.5,15.5,3.7,2.1,6.4,1.7,2.6,25.7,7.6,17571,177200,256150,225750
76502,34.3,7,3.4,5.1,39.7,74.7,7.6,72.6,5.9,70.1,8.4,8.3,6.2,5.8,4.5,14.7,7.7,7,5.9,3.9,19,17.3,5.3,15.1,3.2,2.2,6.7,1.6,2.9,27.4,9.3,38571,432000,784750,776650
76504,34.4,7.1,2.9,5.1,41.1,77.6,10.3,75.7,8.1,71.9,9.1,7.2,6.8,4.8,4.2,14.7,7.6,5.5,7.1,5.6,20.6,18.9,4,15,3.5,2.9,7.5,1.6,3,24.3,6.7,23368,298800,436050,528100
76511,36.5,3.9,3.4,5.8,49,83.7,11.6,82.4,9.2,78,11.5,6.2,10.5,5.7,6.1,8.6,4.6,7.5,5.2,4.6,18,16.1,5.1,13.3,2.2,1.4,6,1.7,3,17.6,5.6,2869,18000,33000,32800
76513,33.7,7.4,4.1,8.7,41.1,76.7,14.3,74.1,9.7,67.4,5.7,5.7,5.6,5.7,5.8,14.8,7.4,6.1,5.4,4.9,19.8,17.3,4.3,14.8,3.8,3.3,6.7,2.1,1.4,25.9,7.1,38124,513200,792650,837700
76520,44.2,6.5,5,6.2,32.8,79.2,6.3,76.8,5.1,74.4,7,6.3,4.2,4,5.6,13.5,6.9,6.7,5.5,7.1,31.2,29.2,6,24,6.7,5.1,11.3,2.5,3.6,23.2,4.8,8124,76000,156900,140700
76522,32.4,7.7,4.6,6.8,45.9,76,9.7,72.9,7.6,69.9,9.2,8.8,7.6,6,6.2,15.4,7.7,6.2,4.5,4,14.8,13,3.7,10.8,2.4,2.3,4.6,1.1,1.2,27.1,7.1,36581,355100,594650,679350
76527,38.3,6.8,5.9,7.7,38.4,76.8,7.1,74.6,5.3,71.2,6.9,8,4.3,6.3,5.2,13.4,6.6,9.4,3.8,7.8,23.7,20.5,4.7,15.9,7.1,2.9,4.1,0.8,0.3,25.4,6.1,3886,48000,88000,106550
76528,38.8,7.8,3.2,4.8,39.7,78.6,6.5,76.5,4.9,74.2,6.8,7.4,8.7,7.1,6.5,13.9,6.2,5.5,7.8,5.3,20.3,18.1,5.2,14.9,3.8,2.4,5.9,1.4,2.1,23.5,6.3,16708,221450,512750,383350
76530,43.8,7.1,3.7,5.8,33.6,81,6.3,78.6,4.1,75.6,6.8,4.7,5.8,6.3,4.9,13.8,6.7,8.9,7.9,8.9,27,24.2,4.4,18.1,3.7,4.4,9.9,2.7,2.8,21.4,4,2190,62000,116150,185000
